ID,Form,1st reduction,2nd reduction,trial,duration,3D deviation,XY deviation,XY directed,Z deviation,Z directed,Z std deviation 
1,circle,virtual,concave,1,5929.9699707,25.6801368172,21.1448270301,15.1477920523,11.9773520823,11.9488634088,7.70627871563
1,circle,virtual,concave,2,2450.04003906,8.96896297833,6.34275546629,-2.24553529672,5.15881661808,0.657954334932,2.37942149951
1,circle,virtual,concave,3,2270.59008789,9.08564625794,6.57420608414,-2.59996795304,5.31088659447,0.647503570189,1.99315132528
1,circle,virtual,concave,4,2390.27001953,11.1820393289,7.2200669426,-6.64574546495,7.93257295518,-7.26133769807,5.731023783
1,circle,virtual,concave,5,2449.82983398,14.3614996621,9.79043200896,1.40862512799,9.81074099129,9.81074099129,5.6325522485
1,square,virtual,concave,1,4728.86987305,24.8847484721,15.6414363224,8.61061409461,18.0432286054,18.0432286054,3.89702674543
1,square,virtual,concave,2,4079.93994141,30.845134964,16.9576897324,10.9709084389,24.4165779728,24.4165779728,5.37099302102
1,square,virtual,concave,3,6231.32006836,37.2352205781,28.159552002,28.159552002,24.2305256883,24.2305256883,5.4005302205
1,square,virtual,concave,4,3410.25,14.6596372889,8.35900330483,3.50029294929,11.4482440239,11.4482440239,2.82604740749
1,square,virtual,concave,5,2930.73999023,16.5588305442,10.2915910644,4.24473240484,12.088771907,12.088771907,3.6917610882
1,circle,real,line,1,5029.77001953,2.15666981745,0.924297128996,-0.411672327164,1.76467647645,-1.11278493063,1.79849424967
1,circle,real,line,2,4949.86987305,1.83297909519,0.874017167657,0.130864167511,1.48240561305,-0.11755286833,1.38800503159
1,circle,real,line,3,3040.02001953,9.69167585733,8.18942669103,8.18510937338,4.12137120346,4.12137120346,2.49895613853
1,circle,real,line,4,3290.60009766,2.30679592612,0.938593433462,-0.654737800464,1.9735154598,-1.13232312748,1.66830455685
1,circle,real,line,5,4249.0,3.38600257519,0.547949776314,-0.288104404059,3.26439429145,-1.73828387494,3.07625165902
1,square,real,line,1,4609.55004883,3.00019603064,1.07118901906,-0.946814075665,2.58158083232,1.80805791667,2.25648252834
1,square,real,line,2,1060.05004883,1.99762950502,0.875082571457,-0.798862691822,1.66119447255,-0.122873991717,1.01502437797
1,square,real,line,3,1330.39990234,2.33848128628,0.956250726709,-0.701415616685,2.10217706379,1.58572459257,0.702493630139
1,square,real,line,4,1159.97998047,3.05271861605,1.08302543682,-0.0282804700817,2.72199060562,-2.21795614055,1.47155893953
1,square,real,line,5,5520.29003906,4.76984884643,1.54223920174,-0.591252988566,4.31148509229,-1.54906322655,2.41858791122
1,circle,real,nothing,1,6019.69018555,2.78799851598,1.34020960875,-0.151802794346,2.10692376828,-0.158085245936,1.88648669777
1,circle,real,nothing,2,3229.81005859,3.50684883849,1.16002648145,-0.427292496869,3.12426798309,2.92004489753,2.23571370484
1,circle,real,nothing,3,2929.64990234,3.95302509475,1.26805824054,-0.44253373892,3.57178290402,1.2084700667,3.05446067241
1,circle,real,nothing,4,2749.66992188,6.83107857264,0.901797763584,-0.412706041272,6.35179123111,-6.27681869697,5.19223639392
1,circle,real,nothing,5,3778.27001953,6.40175134666,1.18812338084,-0.419080810828,6.22262170799,5.92983170802,4.57146631759
1,square,real,nothing,1,6171.84008789,6.18805147185,1.92832302991,-0.974944316607,5.56004749194,5.39910662156,3.65332013133
1,square,real,nothing,2,5929.28979492,7.06557526955,3.98854634954,2.94121223801,4.72608232348,-4.70782963863,3.28992332025
1,square,real,nothing,3,4489.70996094,3.09200332331,1.0310879819,-0.438213916802,2.76381992931,-0.632173696574,2.58725294969
1,square,real,nothing,4,5641.38012695,4.17871710154,0.930062102172,0.243943626683,3.86045485328,-0.828258648033,3.52815062247
1,square,real,nothing,5,5830.29003906,2.69651253142,1.35690070614,-0.702579153239,2.10054180734,0.476971726375,1.51496424702
1,circle,real,convex,1,4790.01977539,4.90464067739,2.97108930348,0.883659985254,3.29824245959,0.641186885144,1.92199533353
1,circle,real,convex,2,4380.61987305,3.97229921087,2.41086881404,-1.3470740089,2.79267537917,0.55017668967,1.97933224718
1,circle,real,convex,3,4849.39990234,4.95717837989,3.31960142707,0.475921445729,3.16522913494,1.45446415888,2.59391450157
1,circle,real,convex,4,5080.7800293,4.78637152952,2.15305906895,-0.447541987152,3.87138663131,-3.20552801563,1.88911494759
1,circle,real,convex,5,4319.10009766,2.90706962725,1.52109212141,-0.908287178491,2.33853128594,-1.86735795434,1.37686902708
1,square,real,convex,1,5330.15991211,4.25386933421,3.16582132184,-3.11198707263,2.62857691207,-1.4854292465,1.26571375358
1,square,real,convex,3,7851.04003906,3.1597301687,1.31483078603,-0.474502920383,2.71299032233,0.422428986592,1.79208971129
1,square,real,convex,4,4960.11010742,3.00457334642,1.66146551233,-0.689782717192,2.3681666086,0.926691839075,1.78372000524
1,square,real,convex,5,4789.13989258,5.1957031894,2.47856076744,-1.74762652595,4.43485433105,3.55870360214,2.90920630635
1,circle,real,concave,1,5099.59008789,10.3831664658,5.9737870608,5.34718727831,7.46310748907,3.83531890459,6.24862256081
1,circle,real,concave,2,5090.62988281,3.184535377,1.13586594611,0.465032105832,2.76015172895,-1.89483165856,1.849988971
1,circle,real,concave,3,4790.31982422,2.36760232112,0.991271940539,-0.484585381903,2.03065334125,-0.677654498936,1.58553478965
1,circle,real,concave,4,4310.88012695,2.1420996542,1.09900109549,-0.594349150593,1.64109877441,-0.566218426866,1.08481558981
1,circle,real,concave,5,3639.85986328,3.04175221588,1.22580083025,0.129969718309,2.48855235061,-1.35961052273,1.70917693063
1,square,real,concave,1,7581.01000977,3.75553413364,2.15451031147,1.42719073136,2.64912856251,0.519123180244,2.44171263974
1,square,real,concave,2,7931.22021484,2.7281334617,1.6348477008,0.0332448915608,1.97479014703,0.681180193618,1.16018270992
1,square,real,concave,3,8620.31005859,2.87542314996,1.7309488542,-0.699669329541,2.12462978214,0.614494658641,1.46446479113
1,square,real,concave,4,8131.5,3.8360534454,2.07583328583,0.322110789566,2.89535760468,1.04461022784,2.10437971026
1,square,real,concave,5,7150.2199707,3.53292748122,2.02873705564,-0.339557263374,2.40606083408,-0.00812707488178,2.06023609643
2,circle,virtual,line,1,5839.91015625,5.2587057695,2.59776985577,1.52759928911,4.14990542904,3.92973500346,2.55141659494
2,circle,virtual,line,2,4981.60009766,6.96349751968,3.9878396013,1.12172175538,5.17863077742,4.61317441276,2.79607181819
2,circle,virtual,line,3,4189.85009766,5.66104135319,2.65911956595,1.88727080157,4.6942645632,3.15975270765,2.59767371953
2,circle,virtual,line,4,4190.73999023,5.77902651214,4.08200439829,1.4721771723,3.70146102905,2.4835982162,1.43955415877
2,circle,virtual,line,5,3480.93017578,7.06873308927,5.59472736496,0.77032791904,3.65090986364,3.51671649708,2.07030610698
2,square,virtual,line,1,5769.79980469,9.50820913238,5.86859282094,5.6840331896,7.35504501516,7.35504501516,4.05431605849
2,square,virtual,line,2,12299.7800293,9.18609667094,4.84385280083,3.0679790665,6.75515351948,4.46203038266,5.82600361916
2,square,virtual,line,3,7380.87988281,9.24440420635,3.18674475879,1.73393289568,8.17374202894,5.54986565631,5.405289903
2,square,virtual,line,4,7071.70996094,4.41813951281,2.09996430744,-0.29763896121,3.49262087933,0.716135284554,3.06800390881
2,square,virtual,line,5,8519.7199707,5.71351485169,4.51940642749,1.84236675862,2.40469704504,-0.336135142782,1.91883679871
2,circle,virtual,nothing,1,8288.9699707,6.75543606385,4.6113792077,3.7462524596,3.82626188545,2.77985418176,2.87807297725
2,circle,virtual,nothing,2,6480.0,11.2296460612,8.2474023782,8.2474023782,5.92722455538,-1.25623999795,4.83962333376
2,circle,virtual,nothing,3,7249.76000977,9.64744208839,5.48055783917,5.18058798471,6.84483868972,6.71514495352,4.47787688324
2,circle,virtual,nothing,4,4499.91992188,8.58113744817,4.09300128838,-0.201839995146,6.67889728332,6.47691593813,5.53973843394
2,circle,virtual,nothing,5,5279.70019531,8.10718914813,3.85348829375,3.08610812745,6.22747432409,6.04265956236,4.11560816974
2,square,virtual,nothing,1,9910.31005859,8.46545352169,5.36437059675,2.04208956369,5.56251030798,4.4889497757,4.17262200676
2,square,virtual,nothing,2,6549.72998047,8.96513301222,8.27498941193,5.94007616234,2.39428454389,0.861011429671,1.48575547674
2,square,virtual,nothing,3,5809.35009766,8.7640792462,2.63131172883,0.420641928356,7.71791515979,5.90148157811,5.06856403017
2,square,virtual,nothing,4,4220.9699707,8.67788146443,4.56498302852,2.41477922495,6.59913760017,6.37842203477,4.04356654832
2,square,virtual,nothing,5,4691.08007812,10.0072699326,8.58035584977,4.85492582935,3.86312323484,3.16606173082,2.53570822036
2,circle,virtual,convex,1,8330.44995117,4.86060293969,3.47569497881,3.45389433474,2.95945371263,2.71287252548,2.30736064878
2,circle,virtual,convex,2,5109.07006836,8.8481001479,5.71321099409,3.87113302803,5.92371847365,4.44801714579,3.20622466162
2,circle,virtual,convex,3,6650.20019531,4.68354115522,3.68236045037,2.23349108488,2.0490826047,1.7069472187,1.50698270834
2,circle,virtual,convex,4,5510.33007812,4.69884377807,3.15431717938,2.53293861413,2.97962862225,2.19515150573,1.73192042034
2,circle,virtual,convex,5,5231.22998047,4.44096232311,2.58295866761,2.21797921887,3.42246456554,3.42246456554,1.35155148435
2,square,virtual,convex,1,8339.40014648,7.37643151998,6.08142953155,5.45517360195,3.23148094095,2.2581988509,1.73150240416
2,square,virtual,convex,2,12480.2600098,6.0292172927,3.29714749051,3.25389303173,4.70165609169,4.69852800781,3.56299762671
2,square,virtual,convex,3,10090.7099609,12.4920982459,5.47685762536,3.58524024901,10.3060819713,10.3060819713,4.46724531073
2,square,virtual,convex,4,6560.42993164,8.34514734087,5.97844004395,5.08020935923,4.84183216305,2.01699766222,2.12313578484
2,square,virtual,convex,5,7141.08007812,5.90102825218,2.56031929225,1.28407751187,5.02433308193,3.03478815267,2.29092955079
2,circle,virtual,concave,1,7190.06982422,9.31738385771,5.22610129435,3.82628724151,7.16286504125,7.16286504125,3.70475173597
2,circle,virtual,concave,2,5210.09008789,8.09727707717,2.67002585542,-0.484411757146,7.36120001118,7.36120001118,4.22895709472
2,circle,virtual,concave,3,5749.85009766,6.86271817558,2.80315793327,-0.506433697862,5.96552069291,5.93280364327,4.05582542209
2,circle,virtual,concave,4,5690.77001953,5.16990852686,3.00924524945,2.78301726679,3.67056754747,2.89579999118,2.74551905177
2,circle,virtual,concave,5,5910.41015625,8.37941843815,4.67274333602,3.64163540516,6.06125218669,5.1094687193,5.47355051682
2,square,virtual,concave,1,6520.98999023,7.68851328815,3.53633438178,3.45514946899,6.31208843655,3.56657048543,3.81298067481
2,square,virtual,concave,2,6169.33007812,6.79498804167,4.52291853497,4.48684811765,4.40796473959,4.22206994762,2.80601181701
2,square,virtual,concave,3,6839.93994141,6.53958573681,3.11297470094,1.57860202293,5.35442412833,4.34415620721,3.09172533541
2,square,virtual,concave,4,6000.75,8.36292343167,5.05618761908,3.1130211923,6.26206120082,6.0388309353,2.59837916986
2,square,virtual,concave,5,5288.57983398,9.00857505172,5.61097083759,5.30078423955,6.2048238288,6.18119832357,2.97573403543
2,circle,real,line,1,5380.34008789,6.31051692,1.93782979796,-1.12009272803,5.77029961888,-5.55307345732,3.44142119553
2,circle,real,line,2,7580.26000977,4.06024267669,1.51916252058,-1.41503371184,3.38755976657,-2.49138435585,3.24044797548
2,circle,real,line,3,6559.88989258,3.63191328171,1.42864570422,0.219426857831,2.88832359875,-1.0077331798,2.62506308607
2,circle,real,line,4,6409.45996094,4.70927760506,1.34261470735,0.2126594624,4.11005369899,-3.54561975171,3.14006963284
2,circle,real,line,5,5589.30004883,4.63144969461,1.10472219226,-0.331344622528,4.25968917438,-3.44860208451,3.81866595186
2,square,real,line,1,8161.0,5.68083785483,1.68785386469,-0.82408891992,4.93179228598,-4.46073425886,4.93965544094
2,square,real,line,2,8001.11987305,4.84539186299,2.3618494694,-0.245011928496,3.91999440195,0.345024295647,4.58259272409
2,square,real,line,3,2979.61987305,2.33403105265,1.30479308951,-1.16681193313,1.830338158,1.21833258857,0.956815569593
2,square,real,line,4,7441.73999023,3.17796496625,1.66241332823,-0.599607921925,2.31331363409,-0.125089598604,1.97805523523
2,square,real,line,5,6640.10009766,6.5809597096,1.47404576011,-1.15372042952,6.17096799294,1.26832241193,5.4496582872
2,circle,real,nothing,1,6710.27001953,4.84934528454,1.83022548263,-0.354752177903,3.99728200806,3.93207225123,3.0981946475
2,circle,real,nothing,2,5751.76000977,4.53957187111,1.36302193523,-1.09277084729,4.16530822483,-2.27588696365,2.44845336032
2,circle,real,nothing,3,6650.01000977,3.80032885693,1.49553152552,-0.983769129726,3.10936420903,-1.54823933697,2.32442740324
2,circle,real,nothing,4,6789.2199707,3.34859528789,1.68258500345,-1.54193398325,2.58557762142,1.13290125115,1.84886827656
2,circle,real,nothing,5,6180.87011719,5.56881962397,1.60378914864,-0.830519140964,4.95073249225,-2.41674081013,3.21648805432
2,square,real,nothing,1,11721.75,6.35088324227,2.51905818371,-0.655766341703,5.04821501161,0.957413721498,4.50786261187
2,square,real,nothing,2,9421.4699707,5.22103948602,1.83419711791,-0.930413229218,4.60000206294,-3.7038329563,3.33153028788
2,square,real,nothing,3,7329.41992188,4.50211489138,1.58088533579,-1.44653377729,3.95305320118,-2.87305766052,3.34106259307
2,square,real,nothing,4,6170.51000977,8.61503860036,2.62493512444,0.179499313887,7.76075421182,-6.69093700232,3.39456187763
2,square,real,nothing,5,6480.5300293,5.36960654887,1.96495648126,-0.142487202815,4.49026423598,-3.67986004323,2.97650242374
2,circle,real,convex,1,8750.2800293,3.05217964855,2.11183100168,-1.17160588898,1.9003247078,0.734810013497,1.53135010549
2,circle,real,convex,2,6970.5300293,7.45157222407,3.77816423302,-2.76822313431,6.23558685179,6.20589383303,3.92632867572
2,circle,real,convex,3,8630.84008789,3.77054966798,1.85657308916,-0.984175818752,2.8768891641,-0.81566086419,1.92628291
2,circle,real,convex,4,8240.12988281,4.78373632777,2.98136854168,-2.94216107069,3.50476267281,3.32364913491,2.08481366863
2,circle,real,convex,5,7549.81005859,5.45943717922,1.91376739633,-1.0375304011,4.83035486389,-4.54913207066,4.33328663376
2,square,real,convex,1,14951.3498535,5.49288548148,3.91245177575,-0.347278633826,3.21088782561,0.506002327623,2.42141644903
2,square,real,convex,2,15301.0700684,3.89517754856,2.41937933028,-2.22224146225,2.54263791338,-0.735734115557,2.23688579885
2,square,real,convex,3,13300.9499512,4.06659702254,2.13530917652,-1.64152380907,3.08273810137,2.78849469689,3.10700252748
2,square,real,convex,4,12071.2800293,5.51594710176,2.56100236166,-2.169018875,4.57293416654,-2.05739808849,3.20311679715
2,square,real,convex,5,9770.5,4.46893581656,2.81987119908,-2.38054655071,3.19310942802,2.25711030566,2.28168204112
2,circle,real,concave,1,5701.27001953,2.97954949556,1.6197358624,-0.834206763311,2.11568622135,0.173692876194,1.61284478815
2,circle,real,concave,2,6410.30004883,4.09549765695,2.12155181505,0.605975262594,3.016465898,0.515426493102,2.13193167615
2,circle,real,concave,3,5751.22021484,5.17301387238,3.47459660179,0.802897601704,3.48433422563,2.09537502022,5.44349913287
2,circle,real,concave,4,9109.14990234,2.25800333597,1.69765874142,-0.520106431402,1.2909704091,-0.133243108681,1.21339044341
2,circle,real,concave,5,8640.56005859,3.14913265547,1.4642273279,-1.24744285307,2.43537815519,-0.237911708011,1.85013197476
2,square,real,concave,1,11880.869873,3.2313933189,1.34011981929,-0.27218396515,2.72288672733,-1.42578203502,2.36223717916
2,square,real,concave,2,7570.45996094,3.35983331085,1.73546220391,0.0211291503727,2.62996112803,-1.01431429209,3.04317825178
2,square,real,concave,3,5470.43994141,3.43317405155,2.19995382445,0.101267983625,2.39973366745,-0.500412266485,3.19250801275
2,square,real,concave,4,4639.64990234,3.16944354791,1.6554575262,-0.675968139415,2.47422702541,-1.27575933945,2.13093546113
2,square,real,concave,5,4910.87988281,2.30587664196,1.67576638181,-0.58551840618,1.29222384343,0.0157578614291,0.952099843739
3,circle,virtual,line,1,4300.80981445,14.2371652682,10.1398555022,8.0846590626,9.07848267829,9.07848267829,4.35860327057
3,circle,virtual,line,2,4129.89990234,12.1395802481,10.4227741418,4.11216420414,5.59903592742,5.59903592742,1.24931302607
3,circle,virtual,line,3,7840.69018555,20.854365319,17.5481677007,17.5481677007,10.5940303637,10.5940303637,4.60914189791
3,circle,virtual,line,4,4851.13012695,9.05531151145,8.1036515632,5.66255085777,3.52704290034,2.95940543374,2.305752129
3,circle,virtual,line,5,4190.47998047,10.9957138778,8.64636671698,8.56890525027,5.84185172949,5.70314763959,3.79864264902
3,square,virtual,line,1,9589.92993164,11.2147309962,9.16676616296,9.16676616296,5.73537433583,4.32646367883,3.40832873479
3,square,virtual,line,2,8271.15014648,12.9970178882,10.5628576704,10.5628576704,6.74418289841,6.60554728354,4.27065159797
3,square,virtual,line,3,7430.30004883,10.1198849915,7.7783000268,6.03533864083,5.8234901677,5.8234901677,2.74753107309
3,square,virtual,line,4,15771.0600586,18.9036626366,16.7024378542,15.7574780571,8.42521125392,7.72668623272,6.08672317268
3,square,virtual,line,5,17390.3798828,19.7756190236,17.4146533016,16.4179861821,8.70839050531,8.70839050531,3.46074119686
3,circle,virtual,nothing,1,6239.41992188,14.2931557156,13.7287911871,9.38379649197,2.50830300373,-0.890550430961,1.74283552668
3,circle,virtual,nothing,2,5819.15014648,21.6004872483,21.0901093738,14.973391513,3.25757136875,0.242167722914,2.64378125478
3,circle,virtual,nothing,3,5389.77001953,12.1296436879,11.6441301319,9.66673596531,2.42928797404,-0.303416510688,1.74346955826
3,circle,virtual,nothing,4,4129.44995117,17.2507508905,12.8242482852,6.47328927377,10.4360125926,10.1411593335,4.47159585543
3,circle,virtual,nothing,5,3890.27001953,14.2796501773,11.5568303248,7.85397440172,7.62284506018,-7.24963886955,3.84631258129
3,square,virtual,nothing,1,20509.3999023,21.8829767137,20.4832902723,19.4247268219,5.26419881392,1.33235492843,4.05922660751
3,square,virtual,nothing,2,17630.1899414,20.4412186858,16.5990543426,16.1047894234,8.43070377051,-7.88927906289,6.0273133779
3,square,virtual,nothing,3,8270.64990234,10.1958390778,9.02637003127,5.59176264986,3.91831111079,-0.558555039116,2.62233996236
3,square,virtual,nothing,4,31790.6101074,23.9404509676,22.400695042,17.5133657895,5.86243922475,-4.49553538731,3.84771513171
3,square,virtual,nothing,5,7969.97998047,11.2368618112,9.35808298059,5.71410320313,5.44246033378,-5.33185248997,2.23613805492
3,circle,virtual,convex,1,7609.62988281,10.0306256058,7.27192478523,6.2422762835,5.78168611112,5.73395683454,2.59466497114
3,circle,virtual,convex,2,5449.25,11.5992804424,7.54886037618,6.61191617882,7.37192691379,7.37192691379,3.04527551216
3,circle,virtual,convex,3,5390.39013672,11.6964963255,8.4296479508,5.03862088276,6.97955385844,6.97955385844,2.36787674514
3,circle,virtual,convex,4,4480.7800293,12.8715422788,10.2725560026,6.17975444805,6.87768953856,6.87768953856,1.96468181823
3,circle,virtual,convex,5,3759.27978516,14.1848272705,10.6965016832,4.61707202171,8.26834441784,8.26834441784,3.25433860592
3,square,virtual,convex,1,10011.1899414,15.8556081731,11.6145162939,10.6384317589,10.0935382677,10.0935382677,3.4846912554
3,square,virtual,convex,2,5510.41015625,6.73500249016,3.47444716885,1.37190605489,5.07133284675,4.95168505351,3.24714290258
3,square,virtual,convex,3,6950.36010742,16.9110635238,11.9282735197,9.41495125542,10.9979060582,10.9979060582,4.79751971361
3,square,virtual,convex,4,9051.18994141,16.0332680437,12.8753731962,11.5193990953,8.11898376129,8.11898376129,2.31366611606
3,square,virtual,convex,5,5509.26000977,11.2523663561,7.29284276149,4.29978612087,6.63915601942,6.63832087199,4.09970771531
3,circle,virtual,concave,1,7729.97998047,22.30921065,18.7817317019,11.5227479552,11.2052369076,11.2052369076,3.57268268335
3,circle,virtual,concave,2,4969.45996094,9.70725740176,6.69485444018,2.46467689713,6.57952708555,6.56049889554,2.40337641726
3,circle,virtual,concave,3,3950.57006836,13.6477520397,11.4817295582,2.83356055933,6.60688463408,6.5087674108,3.32670892135
3,circle,virtual,concave,4,4131.10986328,7.66117874568,6.42881668413,2.26864019395,3.71933907797,3.71933907797,1.95493079757
3,circle,virtual,concave,5,4009.80981445,11.5806867772,10.3247347194,2.51051710314,4.76953231638,4.76953231638,1.55592382493
3,square,virtual,concave,1,6888.90991211,17.0079862367,13.1793713918,7.88524116289,8.94873004955,8.94873004955,2.84682405086
3,square,virtual,concave,2,7970.08007812,13.718601851,10.4101381666,8.88045103149,8.10632801056,8.10632801056,2.61009428957
3,square,virtual,concave,3,5331.47998047,11.7601250712,8.40926587207,4.79792732024,7.60945186191,7.60945186191,2.39937109166
3,square,virtual,concave,4,7370.67993164,12.4514597832,10.3413806426,6.83368451179,6.52720637059,6.52720637059,1.53654798101
3,square,virtual,concave,5,4730.70996094,11.8197656016,9.57705182699,3.88703218477,5.95458929755,5.95458929755,2.75801777139
3,circle,real,line,1,6171.70996094,3.62784575345,1.42982490631,-1.09411135619,3.14524491891,-0.668753083946,2.03184555683
3,circle,real,line,2,5569.59008789,2.80247827724,1.14064337765,-0.950114599362,2.39250593319,-0.0636310600065,1.53497552593
3,circle,real,line,3,4800.27001953,3.01632941967,1.60627881564,-1.5642043624,2.25172986894,0.409592301174,1.57707521893
3,circle,real,line,4,5811.10986328,5.0788467508,2.16444343457,-0.6625102266,4.05675287872,-2.24382745213,3.21195891542
3,circle,real,line,5,5459.85009766,3.93663108126,2.09144841925,-1.00622551752,2.96828351123,-0.850888508879,1.90347018557
3,square,real,line,1,5520.52001953,3.76097857967,1.45962018373,-0.748700650729,3.03661719834,-1.14205895888,3.15389643681
3,square,real,line,3,7489.79003906,4.56605417224,1.69925266282,-1.07536635566,3.83508571437,-2.68569334424,3.17285433998
3,square,real,line,4,5580.18017578,4.31965550673,2.04958695442,-0.527934286015,3.43561936867,2.41126566422,3.07652942024
3,square,real,line,5,5990.62988281,2.92166545997,1.62856413331,-1.25249658264,2.14230318224,0.380908931463,1.66967479983
3,circle,real,nothing,1,5000.08007812,4.05210711341,1.34172870837,-0.31287562893,3.42240315319,-1.53207769453,2.41453744073
3,circle,real,nothing,2,4449.42016602,4.64636838614,1.05190539552,-0.955582981825,4.41000520141,-3.46896966065,2.01792292188
3,circle,real,nothing,3,4429.36010742,3.89195138254,1.03740930093,-0.685196749413,3.40669056553,-0.716278823191,2.89494424722
3,circle,real,nothing,4,3650.10009766,3.36932231874,1.16769334608,-0.764243123224,3.0027785384,0.986841765567,2.22025045356
3,circle,real,nothing,5,3709.9699707,5.4466627458,1.28104233822,-0.677523182121,5.15536824988,4.84171620002,2.98586499158
3,square,real,nothing,1,5109.7199707,4.27173338248,1.39714685521,-0.630407556882,3.68508718426,2.38281626224,2.87513050412
3,square,real,nothing,2,7690.18994141,4.40439989568,1.852695016,0.158337671388,3.64960225062,-2.47908217099,1.64411038286
3,square,real,nothing,3,5660.92016602,4.01997937612,1.5821912842,-0.647074302158,3.37453319837,1.87195669751,2.36720848875
3,square,real,nothing,4,5710.33007812,3.89290919632,1.78131739473,-0.63009681204,2.98522801206,0.0714344994299,2.14362821865
3,square,real,nothing,5,5210.13989258,5.86055046976,1.68956927313,-0.568146961637,5.39406992385,4.48995192904,3.33782758008
3,circle,real,convex,1,5461.16015625,3.87095453469,2.78655790315,0.497368402111,2.32140406264,1.32247604604,1.84526672002
3,circle,real,convex,2,4800.48999023,4.36171158201,1.63722283138,1.21727760687,3.75118657199,2.38469712873,2.61266350388
3,circle,real,convex,3,4369.89013672,5.20431919724,2.22508648343,1.63401347431,4.40346729402,2.89014283033,3.42598522962
3,circle,real,convex,4,3841.55004883,3.72184820464,1.40181338705,-1.08677934832,3.26848839821,1.79883405818,2.04256986307
3,circle,real,convex,5,4200.25,3.41562902577,1.82638746771,-1.70031031544,2.59593426405,1.79768553971,1.67606932681
