User,interactionType,deltaAngle,direction,Time,vTime,hTime,selTime,switchTime,Length,hLength,vLength,selLength
user6,Type2,15,Down,6.48292933,2.03128878,2.03293133,0.98444222,1.434267,2030.594,982.162,832.7258,215.706121
user6,Type2,15,Up,6.4112132,2.6152809,1.6198522,1.0009237,1.1751563,1957.726,833.7588,935.8749,188.092184
user6,Type2,30,Down,5.93741063,1.84071788,2.153712,0.82112263,1.12185825,2073.358,1209.911,752.4454,111.001544
user6,Type2,30,Up,6.5045394,2.6435222,1.7315642,0.8449591,1.2844938,2003.445,744.1338,1115.42,143.890926
user6,Type2,45,Down,6.18570933,1.71966633,2.38506089,1.01707389,1.06390844,2191.951,1389.957,632.651,169.343404
user6,Type2,45,Up,6.2799888,2.8968285,1.6866694,0.6072904,1.0892005,2145.965,652.7917,1393.941,99.232699
user6,Type3,0,Down,2.9255652,0.6003118,1.291566,0,1.0336874,1561.121,605.1285,955.9921,0
user6,Type3,0,Up,6.837948,3.06821,2.234098,0,1.53564,1535.814,909.3351,626.4792,0
user6,Type3,15,Down,4.0915826,1.5615602,1.8798805,0,0.6501419,1684.085,656.0512,1028.034,0
user6,Type3,15,Up,6.5951985,3.098982,1.6057145,0,1.890502,1729.953,922.9883,806.9648,0
user6,Type3,30,Down,3.38983933,1.15881356,1.38785078,0,0.843175,1815.187,703.4036,1111.783,0
user6,Type3,30,Up,6.933897,2.83567633,2.869091,0,1.22913,1855.189,980.1516,875.0371,0
user6,Type3,45,Down,4.29398043,0.84155514,2.72099614,0,0.73142914,1911.174,719.7348,1191.439,0
user6,Type3,45,Up,6.3449096,2.2486614,1.9883582,0,2.1078898,1995.318,804.7803,1190.538,0
user7,Type1,0,Down,2.4935455,0.383518,1.6223885,0,0.487639,1669.794,762.94,906.8542,0
user7,Type1,0,Up,3.0432742,1.8679738,0.5807018,0,0.59459858,1666.772,826.4496,840.3229,0
user7,Type1,15,Down,2.8324078,0.4001488,1.9419274,0,0.4903316,1750.286,813.4286,936.8577,0
user7,Type1,15,Up,3.5093939,2.1148663,0.6071386,0,0.787389,1715.334,844.8186,870.5155,0
user7,Type1,30,Down,3.0072685,0.4388074,2.0619118,0,0.5065493,1867.724,998.9257,868.7978,0
user7,Type1,30,Up,3.8551646,2.1749131,0.8956551,0,0.7845964,1740.291,814.7532,925.5374,0
user7,Type1,45,Down,3.1345467,0.5403988,1.9882952,0,0.60585268,1938.432,1195.01,743.4223,0
user7,Type1,45,Up,4.102369,2.6017834,0.7623386,0,0.73824706,1809.471,687.8187,1121.652,0
user7,Type2,0,Down,4.8479334,0.8809926,2.1886458,0.637663,1.140632,1848.672,883.1352,877.1528,88.384252
user7,Type2,0,Up,6.6635408,2.9054002,0.7839784,0.720565,2.253597,1855.405,818.6825,923.6204,113.101982
user7,Type2,15,Down,5.43277344,1.72228811,1.84419033,0.86935811,0.99693711,2041.981,961.531,986.033,94.41716
user7,Type2,15,Up,6.1820901,2.5150119,0.7973949,0.9126934,1.9569898,1954.259,840.9251,917.6985,195.635699
user7,Type2,30,Down,5.28769657,1.17960257,2.22551014,0.64816243,1.23442143,1944.85,876.3004,980.5225,88.0268943
user7,Type2,30,Up,5.4148888,2.1451376,1.4451011,0.5735282,1.2511218,1879.745,776.6767,964.8545,138.213279
user7,Type2,45,Down,5.0637294,1.3144528,2.1515316,0.7570194,0.8407256,2085.266,1080.177,874.4508,130.638364
user7,Type2,45,Up,6.34200911,2.55395278,1.29283356,0.75298789,1.742235,2020.502,708.3142,1143.277,168.910611
user7,Type3,0,Down,3.536467,0.42068625,1.75975525,0,1.3560255,1569.583,665.4454,904.1376,0
user7,Type3,0,Up,5.5951454,1.9217066,2.564352,0,1.10908722,1965.047,1053.507,911.5399,0
user7,Type3,15,Down,2.3207495,0.3323659,1.3764442,0,0.6119394,1872.034,766.7686,1105.265,0
user7,Type3,15,Up,5.35879817,1.65090333,2.48071417,0,1.22718063,1996.469,1129.946,866.5225,0
user7,Type3,30,Down,2.98985729,0.55800957,1.710862,0,0.72098557,1660.5,694.2593,966.2408,0
user7,Type3,30,Up,6.20518283,2.31876567,2.3255705,0,1.56084668,2139.932,1042.962,1096.97,0
user7,Type3,45,Down,3.66698186,1.35802414,1.74428014,0,0.56467757,2158.817,1096.983,1061.834,0
user7,Type3,45,Up,5.32945567,2.12301883,2.15016517,0,1.056272,2135.648,1057.907,1077.741,0
user8,Type1,0,Down,1.9254442,0.3907878,1.1072974,0,0.427359,1677.329,728.8958,948.433,0
user8,Type1,0,Up,1.7412712,0.9042282,0.3737334,0,0.4633098,1643.562,834.5223,809.04,0
user8,Type1,15,Down,1.8164679,0.5521794,0.9623896,0,0.3018993,1736.482,806.9664,929.5157,0
user8,Type1,15,Up,2.4137877,1.2677786,0.6504114,0,0.4955979,1799.958,839.4556,960.5021,0
user8,Type1,30,Down,2.0150771,0.4219773,1.1961404,0,0.3969597,1855.873,1025.696,830.177,0
user8,Type1,30,Up,2.14788233,1.23984622,0.463506,0,0.44453,1863.643,756.5592,1107.084,0
user8,Type1,45,Down,2.1730273,0.3803612,1.4292267,0,0.3634395,2020.025,1317.933,702.0923,0
user8,Type1,45,Up,1.75579938,0.9612205,0.35663213,0,0.43794663,1882.761,605.6117,1277.149,0
user8,Type2,0,Down,2.5489012,0.6106016,1.2944954,0.9243776,0.6438042,2084.459,793.3009,867.6251,423.532999
user8,Type2,0,Up,4.0695104,1.7544256,0.5242036,0.6868218,1.0023012,2098.658,856.6732,911.6347,330.350315
user8,Type2,15,Down,3.2306981,1.0775369,1.2423587,0.8672558,0.9125561,2150.487,836.4562,909.5049,404.526128
user8,Type2,15,Up,4.49045425,2.1324715,0.5941725,0.66762863,1.03943063,1885.611,890.2761,826.491,168.843596
user8,Type2,30,Down,3.0888525,0.7205123,1.2141502,0.9722838,1.1558585,2209.002,985.26,803.5861,420.156212
user8,Type2,30,Up,3.8752105,1.5370005,0.49195633,0.73701183,1.03556117,2142.383,800.6545,965.5693,376.15966
user8,Type2,45,Down,3.91050856,1.21421744,1.74585878,0.88748856,0.95070533,2380.912,1154.412,841.9764,384.523851
user8,Type2,45,Up,4.8337951,1.6998,0.5373538,0.9305136,1.5940099,2284.154,776.4154,981.7492,525.988974
user8,Type3,0,Down,1.895378,0.2574282,1.0445616,0,0.593389,1593.041,619.5417,973.4991,0
user8,Type3,0,Up,4.4934182,2.2917084,0.4070142,0,1.7946954,1667.187,857.5641,809.6226,0
user8,Type3,15,Down,1.7029948,0.1235537,0.9788834,0,0.6005577,1707.145,739.024,968.1206,0
user8,Type3,15,Up,3.11904988,0.859258,0.443854,0,1.81593838,1635.039,825.8569,809.1818,0
user8,Type3,30,Down,1.63503956,0.08365611,0.997286,0,0.55409767,1768.878,939.4431,829.4346,0
user8,Type3,30,Up,3.00287075,0.97188538,0.38382213,0,1.6471635,1785.431,744.8481,1040.583,0
user8,Type3,45,Down,1.65372088,0.1567075,1.01136025,0,0.48565325,1947.12,1113.668,833.4521,0
user8,Type3,45,Up,2.54286114,1.04137814,0.335789,0,1.165694,1882.098,623.5698,1258.528,0
user9,Type1,0,Down,1.9450644,0.4702048,1.1946558,0,0.2802032,1655.823,735.6459,920.1776,0
user9,Type1,0,Up,2.373206,1.31340925,0.5925335,0,0.4672635,1649.144,831.0706,818.0734,0
user9,Type1,15,Down,2.3267813,0.5588035,1.4210823,0,0.3468956,1688.431,789.001,899.4296,0
user9,Type1,15,Up,2.72086189,1.57726856,0.654452,0,0.48914122,1688.277,835.4137,852.8638,0
user9,Type1,30,Down,2.0999766,0.4885405,1.2127492,0,0.3986869,1809.573,977.6745,831.8981,0
user9,Type1,30,Up,2.79513067,1.70147889,0.60438133,0,0.48927067,1806.117,782.6472,1023.47,0
user9,Type1,45,Down,2.3437829,0.6508447,1.3761805,0,0.3167574,1820.464,1081.689,738.7755,0
user9,Type1,45,Up,2.94288543,1.87300243,0.56973243,0,0.50015014,1945.103,639.0366,1306.066,0
user9,Type2,0,Down,5.5942174,2.631887,1.6977824,1.5109372,1.2677062,2048.278,829.2485,862.9348,356.094573
user9,Type2,0,Up,5.6880708,2.2420816,1.2373998,0.8510974,1.3286392,1968.712,868.8187,767.6108,332.282293
user9,Type2,15,Down,4.6701173,1.3861614,1.6394602,1.575933,1.6444959,1999.957,858.2722,857.1682,284.51649
user9,Type2,15,Up,6.6783209,2.8523449,1.2556441,1.2275718,1.484718,2183.451,846.6888,870.5419,466.220412
user9,Type2,30,Down,4.67416575,1.29066238,1.88277913,0.85722588,1.50094725,1975.434,1073.911,751.0757,150.447521
user9,Type2,30,Up,6.30472489,2.601652,1.16032178,1.49026744,1.35837678,2481.671,781.1082,1030.445,670.117613
user9,Type2,45,Down,4.12388625,1.08632813,1.89503713,0.68996075,1.14475163,1911.309,1173.425,665.9366,71.9476606
user9,Type2,45,Up,6.59995844,2.64125144,1.00655244,0.92716389,1.97706611,2129.94,670.7811,1189.027,270.132296
user9,Type3,0,Down,4.497915,2.14080533,1.84586367,0,0.51124633,1545.373,546.1644,999.2087,0
user9,Type3,0,Up,5.15979833,1.86843633,1.11240933,0,2.17895233,1574.57,903.7177,670.8524,0
user9,Type3,15,Down,1.7931882,0.126984,1.0909628,0,0.575241,1569.144,721.3336,847.8099,0
user9,Type3,15,Up,5.1875588,1.9649255,1.055956,0,2.1666768,1647.221,856.0411,791.1796,0
user9,Type3,30,Down,2.4217902,0.6707602,1.2973645,0,0.4536653,1824.875,961.9286,862.9466,0
user9,Type3,30,Up,5.4980485,2.4902944,1.3461951,0,1.6615588,1700.316,758.5347,941.7816,0
user9,Type3,45,Down,1.9635081,0.0919133,1.4311134,0,0.4404811,1980.957,1092.197,888.7602,0
user9,Type3,45,Up,6.20296338,3.13192925,0.99226188,0,2.07877238,1838.018,632.2442,1205.774,0
userA,Type1,0,Down,2.9597734,0.87791762,1.45191632,0,0.62993946,1672.608,808.55,864.0583,0
userA,Type1,0,Up,3.9345686,2.2175,0.76456502,0,0.9525035,1701.346,844.0861,857.26,0
userA,Type1,15,Down,3.2612582,0.98642107,1.4253888,0,0.84944833,1681.913,817.647,864.2661,0
userA,Type1,15,Up,3.0465599,1.3584411,0.70188101,0,0.98623761,1708.551,842.8011,865.7496,0
userA,Type1,30,Down,3.4293568,1.0301873,1.58545362,0,0.813716,1688.562,827.4731,861.0886,0
userA,Type1,30,Up,3.4070109,1.77616127,0.71942855,0,0.91142103,1764.348,809.3687,954.9792,0
userA,Type1,45,Down,3.4598063,0.90340793,1.4197019,0,1.13669641,1731.953,985.5986,746.3549,0
userA,Type1,45,Up,3.1754769,1.49700234,0.66356224,0,1.01491241,1738.242,702.4971,1035.745,0
userA,Type2,0,Down,5.0608568,1.1943254,1.5749838,0.9807208,1.3108268,1991.454,801.0139,835.5831,354.85744
userA,Type2,0,Up,4.4331382,1.5342462,0.79795562,0.6967514,1.404185,1787.285,838.5939,829.2212,119.469444
userA,Type2,15,Down,4.3007744,1.3095796,1.473538,0.862605,0.6550517,1923.261,792.3373,830.4492,300.474356
userA,Type2,15,Up,4.4880047,1.5439556,0.85879656,0.7639273,1.3213254,1881.819,874.5214,795.9462,211.35164
userA,Type2,30,Down,4.5120748,1.22778,1.4563914,0.9039748,0.9239286,1971.774,839.6578,820.9614,311.15456
userA,Type2,30,Up,4.7134599,1.5396856,1.03160131,0.8860775,1.2560956,1981.303,938.8575,755.2083,287.237491
userA,Type2,45,Down,4.9611606,1.4083745,1.6193568,1.0610025,0.8724267,2035.685,1011.613,714.0496,310.02269
userA,Type2,45,Up,4.7101016,1.5493256,0.95877328,0.9243169,1.2776857,1919.453,937.4203,700.7746,281.258389
userA,Type3,0,Down,2.752804,0.840875,1.2179518,0,0.6939772,1540.201,771.5152,768.6859,0
userA,Type3,0,Up,2.8014774,1.2216814,0.75005162,0,0.82974448,1495.618,850.563,645.0553,0
userA,Type3,15,Down,2.7596958,1.0137066,1.19592898,0,0.5500603,1601.817,757.8906,843.9268,0
userA,Type3,15,Up,3.2916441,1.3927402,1.38538075,0,0.51352309,1554.211,864.6783,689.5323,0
userA,Type3,30,Down,2.8468871,1.0809073,1.25744046,0,0.5085392,1604.105,807.0957,797.0091,0
userA,Type3,30,Up,3.149483,1.3733251,1.05046621,0,0.72569157,1583.042,871.1968,711.8455,0
userA,Type3,45,Down,2.6750346,0.8443331,1.30388332,0,0.5268182,1517.358,817.0168,700.3408,0
userA,Type3,45,Up,2.6088328,1.2997778,0.65475293,0,0.65430201,1564.336,777.9368,786.3995,0
userB,Type1,0,Down,3.3476084,1.05534348,1.45910458,0,0.83316042,1687.216,806.2609,880.9548,0
userB,Type1,0,Up,3.913524,2.249699,0.76857768,0,0.8952469,1715.754,851.1302,864.6235,0
userB,Type1,15,Down,3.3713777,1.06835268,1.3942285,0,0.90879648,1698.229,825.0187,873.21,0
userB,Type1,15,Up,3.1915061,1.4041198,0.69409206,0,1.09329421,1720.296,847.1757,873.1201,0
userB,Type1,30,Down,3.4705188,0.96967005,1.5875064,0,0.91334243,1711.546,839.8696,871.6764,0
