UserID,Integration,Setup,Attention,Difficulty,Task,AvgRMStot,AvgRMSlh,AvgRMSrh,AvgParallelism,AvgRMStot (cm),AvgParallelism (cm),Hand,AvgRMS (cm)
3,Separated,Leap2D,Singular,Fast,3,1.634333,0.8032413,0.8310917,0.50925244,1.5199296883,0.4736047736,LH,0.7470144119
3,Separated,Leap2D,Singular,Fast,3,1.634333,0.8032413,0.8310917,0.50925244,1.5199296883,0.4736047736,RH,0.7729152764
3,Separated,Leap2D,Divided,Fast,4,1.86306237,0.98357207,0.8794903,0.47765635,1.7326480018,0.4442204041,LH,0.9147220262
3,Separated,Leap2D,Divided,Fast,4,1.86306237,0.98357207,0.8794903,0.47765635,1.7326480018,0.4442204041,RH,0.8179259756
3,Separated,Leap3D,Singular,Slow,1,1.13642743,0.56281632,0.57361111,0.45618991,1.0568775127,0.4242566179,LH,0.5234191796
3,Separated,Leap3D,Singular,Slow,1,1.13642743,0.56281632,0.57361111,0.45618991,1.0568775127,0.4242566179,RH,0.533458333
3,Separated,Leap3D,Divided,Slow,2,1.3897246,0.72967906,0.66004554,0.40950755,1.2924438743,0.3808420226,LH,0.6786015212
3,Separated,Leap3D,Divided,Slow,2,1.3897246,0.72967906,0.66004554,0.40950755,1.2924438743,0.3808420226,RH,0.6138423531
3,Separated,Leap3D,Singular,Fast,3,2.04787804,1.08544345,0.96243459,0.5528748,1.9045265736,0.5141735623,LH,1.0094624065
3,Separated,Leap3D,Singular,Fast,3,2.04787804,1.08544345,0.96243459,0.5528748,1.9045265736,0.5141735623,RH,0.895064167
3,Separated,Leap3D,Divided,Fast,4,2.12377545,1.04771773,1.07605772,0.50172254,1.9751111692,0.4666019593,LH,0.9743774894
3,Separated,Leap3D,Divided,Fast,4,2.12377545,1.04771773,1.07605772,0.50172254,1.9751111692,0.4666019593,RH,1.0007336799
3,Separated,Touch2D,Singular,Slow,1,0.67455427,0.34070274,0.33385153,0.5092143,0.6273354741,0.4735692968,LH,0.3168535507
3,Separated,Touch2D,Singular,Slow,1,0.67455427,0.34070274,0.33385153,0.5092143,0.6273354741,0.4735692968,RH,0.3104819234
3,Separated,Touch2D,Divided,Slow,2,0.71608983,0.34984323,0.36624659,0.45337807,0.6659635399,0.4216416077,LH,0.3253542078
3,Separated,Touch2D,Divided,Slow,2,0.71608983,0.34984323,0.36624659,0.45337807,0.6659635399,0.4216416077,RH,0.340609332
3,Separated,Touch2D,Singular,Fast,3,1.3314765,0.68469327,0.64678323,0.55479935,1.2382731434,0.5159633918,LH,0.6367647428
3,Separated,Touch2D,Singular,Fast,3,1.3314765,0.68469327,0.64678323,0.55479935,1.2382731434,0.5159633918,RH,0.6015084006
3,Separated,Touch2D,Divided,Fast,4,1.39879863,0.73042996,0.66836867,0.48896104,1.3008827257,0.4547337663,LH,0.679299862
3,Separated,Touch2D,Divided,Fast,4,1.39879863,0.73042996,0.66836867,0.48896104,1.3008827257,0.4547337663,RH,0.6215828638
5,Integrated,Leap2D,Singular,Slow,1,0.85432041,0.39437844,0.45994197,0.48438328,0.7945179816,0.4504764472,LH,0.3667719495
5,Integrated,Leap2D,Singular,Slow,1,0.85432041,0.39437844,0.45994197,0.48438328,0.7945179816,0.4504764472,RH,0.4277460322
5,Integrated,Leap2D,Divided,Slow,2,1.40737674,0.65724546,0.75013129,0.43461952,1.3088603707,0.4041961569,LH,0.6112382753
5,Integrated,Leap2D,Divided,Slow,2,1.40737674,0.65724546,0.75013129,0.43461952,1.3088603707,0.4041961569,RH,0.6976220954
5,Integrated,Leap2D,Singular,Fast,3,1.71004297,0.83276453,0.87727843,0.56527502,1.5903399583,0.5257057667,LH,0.7744710161
5,Integrated,Leap2D,Singular,Fast,3,1.71004297,0.83276453,0.87727843,0.56527502,1.5903399583,0.5257057667,RH,0.8158689422
5,Integrated,Leap2D,Divided,Fast,4,2.27302675,1.05683468,1.21619207,0.46322487,2.1139148775,0.4307991312,LH,0.9828562533
5,Integrated,Leap2D,Divided,Fast,4,2.27302675,1.05683468,1.21619207,0.46322487,2.1139148775,0.4307991312,RH,1.1310586242
5,Integrated,Leap3D,Singular,Slow,1,1.42463244,0.72735493,0.69727751,0.50270046,1.3249081704,0.4675114309,LH,0.6764400827
5,Integrated,Leap3D,Singular,Slow,1,1.42463244,0.72735493,0.69727751,0.50270046,1.3249081704,0.4675114309,RH,0.6484680877
5,Integrated,Leap3D,Divided,Slow,2,2.08095535,1.10033376,0.98062158,0.42917231,1.9352884721,0.399130252,LH,1.0233103994
5,Integrated,Leap3D,Divided,Slow,2,2.08095535,1.10033376,0.98062158,0.42917231,1.9352884721,0.399130252,RH,0.9119780727
5,Integrated,Leap3D,Singular,Fast,3,2.45780177,1.20892573,1.24887604,0.53375815,2.2857556465,0.4963950838,LH,1.1243009317
5,Integrated,Leap3D,Singular,Fast,3,2.45780177,1.20892573,1.24887604,0.53375815,2.2857556465,0.4963950838,RH,1.1614547148
5,Integrated,Leap3D,Divided,Fast,4,2.32331475,1.12667176,1.19664299,0.53278516,2.1606827209,0.4954902012,LH,1.047804736
5,Integrated,Leap3D,Divided,Fast,4,2.32331475,1.12667176,1.19664299,0.53278516,2.1606827209,0.4954902012,RH,1.112877985
5,Integrated,Touch2D,Singular,Slow,1,0.59276829,0.31766172,0.27510657,0.49638846,0.551274506,0.4616412712,LH,0.2954253977
5,Integrated,Touch2D,Singular,Slow,1,0.59276829,0.31766172,0.27510657,0.49638846,0.551274506,0.4616412712,RH,0.2558491082
5,Integrated,Touch2D,Divided,Slow,2,0.95827494,0.5250067,0.43326824,0.4014423,0.891195694,0.373341338,LH,0.4882562327
5,Integrated,Touch2D,Divided,Slow,2,0.95827494,0.5250067,0.43326824,0.4014423,0.891195694,0.373341338,RH,0.4029394613
5,Integrated,Touch2D,Singular,Fast,3,1.18243302,0.60625387,0.57617915,0.5058181,1.0996627053,0.4704108327,LH,0.5638160998
5,Integrated,Touch2D,Singular,Fast,3,1.18243302,0.60625387,0.57617915,0.5058181,1.0996627053,0.4704108327,RH,0.5358466054
5,Integrated,Touch2D,Divided,Fast,4,1.81356564,0.99002514,0.82354051,0.42493006,1.6866160488,0.3951849571,LH,0.9207233785
5,Integrated,Touch2D,Divided,Fast,4,1.81356564,0.99002514,0.82354051,0.42493006,1.6866160488,0.3951849571,RH,0.7658926703
6,Integrated,Leap2D,Singular,Slow,1,0.83924594,0.44542694,0.393819,0.48047691,0.7804987236,0.4468435221,LH,0.4142470548
6,Integrated,Leap2D,Singular,Slow,1,0.83924594,0.44542694,0.393819,0.48047691,0.7804987236,0.4468435221,RH,0.3662516689
6,Integrated,Leap2D,Divided,Slow,2,0.85802161,0.39486596,0.46315565,0.45970761,0.7979600935,0.4275280785,LH,0.3672253422
6,Integrated,Leap2D,Divided,Slow,2,0.85802161,0.39486596,0.46315565,0.45970761,0.7979600935,0.4275280785,RH,0.4307347512
6,Integrated,Leap2D,Singular,Fast,3,1.58154707,0.75887155,0.82267552,0.52386992,1.470838779,0.4871990222,LH,0.7057505458
6,Integrated,Leap2D,Singular,Fast,3,1.58154707,0.75887155,0.82267552,0.52386992,1.470838779,0.4871990222,RH,0.7650882332
6,Integrated,Leap2D,Divided,Fast,4,1.8315996,0.94953414,0.88206547,0.46022925,1.7033876291,0.4280131998,LH,0.8830667467
6,Integrated,Leap2D,Divided,Fast,4,1.8315996,0.94953414,0.88206547,0.46022925,1.7033876291,0.4280131998,RH,0.8203208825
6,Integrated,Leap3D,Singular,Slow,1,1.23297491,0.59755462,0.63542029,0.48235755,1.1466666622,0.4485925219,LH,0.5557257951
6,Integrated,Leap3D,Singular,Slow,1,1.23297491,0.59755462,0.63542029,0.48235755,1.1466666622,0.4485925219,RH,0.590940867
6,Integrated,Leap3D,Divided,Slow,2,1.28473323,0.66628869,0.61844454,0.45082228,1.1948019036,0.4192647202,LH,0.6196484826
6,Integrated,Leap3D,Divided,Slow,2,1.28473323,0.66628869,0.61844454,0.45082228,1.1948019036,0.4192647202,RH,0.575153421
6,Integrated,Leap3D,Singular,Fast,3,2.06402772,1.02439656,1.03963116,0.55938603,1.9195457791,0.5202290078,LH,0.9526888027
6,Integrated,Leap3D,Singular,Fast,3,2.06402772,1.02439656,1.03963116,0.55938603,1.9195457791,0.5202290078,RH,0.9668569765
6,Integrated,Leap3D,Divided,Fast,4,2.06728889,1.06144866,1.00584024,0.52019159,1.9225786703,0.4837781831,LH,0.9871472509
6,Integrated,Leap3D,Divided,Fast,4,2.06728889,1.06144866,1.00584024,0.52019159,1.9225786703,0.4837781831,RH,0.9354314194
6,Integrated,Touch2D,Singular,Slow,1,0.73554722,0.37517702,0.36037019,0.52348773,0.6840589123,0.4868435851,LH,0.3489146315
6,Integrated,Touch2D,Singular,Slow,1,0.73554722,0.37517702,0.36037019,0.52348773,0.6840589123,0.4868435851,RH,0.3351442808
6,Integrated,Touch2D,Divided,Slow,2,0.70957715,0.37856807,0.33100908,0.49183176,0.65990675,0.4574035388,LH,0.3520683021
6,Integrated,Touch2D,Divided,Slow,2,0.70957715,0.37856807,0.33100908,0.49183176,0.65990675,0.4574035388,RH,0.3078384479
6,Integrated,Touch2D,Singular,Fast,3,1.27190981,0.64053949,0.63137032,0.63704204,1.1828761246,0.592449094,LH,0.5957017225
6,Integrated,Touch2D,Singular,Fast,3,1.27190981,0.64053949,0.63137032,0.63704204,1.1828761246,0.592449094,RH,0.5871744021
6,Integrated,Touch2D,Divided,Fast,4,1.24305166,0.62273297,0.62031869,0.57789013,1.1560380454,0.5374378163,LH,0.5791416641
6,Integrated,Touch2D,Divided,Fast,4,1.24305166,0.62273297,0.62031869,0.57789013,1.1560380454,0.5374378163,RH,0.5768963813
7,Integrated,Leap2D,Singular,Slow,1,0.78967194,0.38463437,0.40503757,0.54440395,0.7343949045,0.5062956771,LH,0.357709963
7,Integrated,Leap2D,Singular,Slow,1,0.78967194,0.38463437,0.40503757,0.54440395,0.7343949045,0.5062956771,RH,0.3766849415
7,Integrated,Leap2D,Divided,Slow,2,1.09442858,0.58029376,0.51413482,0.43286504,1.0178185785,0.4025644884,LH,0.5396731983
7,Integrated,Leap2D,Divided,Slow,2,1.09442858,0.58029376,0.51413482,0.43286504,1.0178185785,0.4025644884,RH,0.4781453802
7,Integrated,Leap2D,Singular,Fast,3,1.6657732,0.80650889,0.85926431,0.55206614,1.549169076,0.5134215068,LH,0.7500532673
7,Integrated,Leap2D,Singular,Fast,3,1.6657732,0.80650889,0.85926431,0.55206614,1.549169076,0.5134215068,RH,0.7991158087
7,Integrated,Leap2D,Divided,Fast,4,1.77661218,0.90371494,0.87289723,0.46973316,1.6522493245,0.4368518418,LH,0.8404548969
7,Integrated,Leap2D,Divided,Fast,4,1.77661218,0.90371494,0.87289723,0.46973316,1.6522493245,0.4368518418,RH,0.8117944275
7,Integrated,Leap3D,Singular,Slow,1,1.39969493,0.6761593,0.72353563,0.49438729,1.3017162829,0.459780183,LH,0.6288281472
7,Integrated,Leap3D,Singular,Slow,1,1.39969493,0.6761593,0.72353563,0.49438729,1.3017162829,0.459780183,RH,0.6728881356
7,Integrated,Leap3D,Divided,Slow,2,1.38554626,0.7209372,0.66460906,0.4319927,1.2885580225,0.4017532148,LH,0.6704715945
7,Integrated,Leap3D,Divided,Slow,2,1.38554626,0.7209372,0.66460906,0.4319927,1.2885580225,0.4017532148,RH,0.618086428
7,Integrated,Leap3D,Singular,Fast,3,2.2318061,1.05428512,1.17752098,0.53851911,2.075579671,0.5008227692,LH,0.9804851622
7,Integrated,Leap3D,Singular,Fast,3,2.2318061,1.05428512,1.17752098,0.53851911,2.075579671,0.5008227692,RH,1.0950945089
7,Integrated,Leap3D,Divided,Fast,4,2.398967,1.23811204,1.16085496,0.5317832,2.2310393093,0.4945583736,LH,1.1514442005
7,Integrated,Leap3D,Divided,Fast,4,2.398967,1.23811204,1.16085496,0.5317832,2.2310393093,0.4945583736,RH,1.0795951087
7,Integrated,Touch2D,Singular,Slow,1,0.79362008,0.40861943,0.38500065,0.46738731,0.7380666713,0.4346702012,LH,0.3800160681
7,Integrated,Touch2D,Singular,Slow,1,0.79362008,0.40861943,0.38500065,0.46738731,0.7380666713,0.4346702012,RH,0.3580506032
7,Integrated,Touch2D,Divided,Slow,2,0.81162072,0.42158165,0.39003907,0.47368208,0.7548072725,0.4405243311,LH,0.3920709346
7,Integrated,Touch2D,Divided,Slow,2,0.81162072,0.42158165,0.39003907,0.47368208,0.7548072725,0.4405243311,RH,0.3627363379
7,Integrated,Touch2D,Singular,Fast,3,1.20911748,0.59957076,0.60954672,0.51747768,1.1244792597,0.4812542417,LH,0.5576008112
7,Integrated,Touch2D,Singular,Fast,3,1.20911748,0.59957076,0.60954672,0.51747768,1.1244792597,0.4812542417,RH,0.5668784486
7,Integrated,Touch2D,Divided,Fast,4,1.53365758,0.78332142,0.75033616,0.5284003,1.4263015504,0.49141228,LH,0.7284889189
7,Integrated,Touch2D,Divided,Fast,4,1.53365758,0.78332142,0.75033616,0.5284003,1.4263015504,0.49141228,RH,0.6978126316
8,Integrated,Leap2D,Singular,Slow,1,0.88378554,0.49251633,0.3912692,0.47787085,0.8219205498,0.444419894,LH,0.458040191
8,Integrated,Leap2D,Singular,Slow,1,0.88378554,0.49251633,0.3912692,0.47787085,0.8219205498,0.444419894,RH,0.3638803588
8,Integrated,Leap2D,Divided,Slow,2,1.78927081,0.99421134,0.79505947,0.4295513,1.6640218523,0.3994827134,LH,0.924616544
8,Integrated,Leap2D,Divided,Slow,2,1.78927081,0.99421134,0.79505947,0.4295513,1.6640218523,0.3994827134,RH,0.7394053084
8,Integrated,Leap2D,Singular,Fast,3,1.73477211,0.87956968,0.85520242,0.53811853,1.6133380589,0.5004502286,LH,0.8179998037
8,Integrated,Leap2D,Singular,Fast,3,1.73477211,0.87956968,0.85520242,0.53811853,1.6133380589,0.5004502286,RH,0.7953382552
8,Integrated,Leap2D,Divided,Fast,4,2.1387089,1.23373105,0.90497785,0.40984645,1.9889992725,0.3811571992,LH,1.1473698729
8,Integrated,Leap2D,Divided,Fast,4,2.1387089,1.23373105,0.90497785,0.40984645,1.9889992725,0.3811571992,RH,0.8416293997
8,Integrated,Leap3D,Singular,Slow,1,1.44026802,0.6443109,0.79595712,0.49163252,1.33944926,0.4572182394,LH,0.5992091367
8,Integrated,Leap3D,Singular,Slow,1,1.44026802,0.6443109,0.79595712,0.49163252,1.33944926,0.4572182394,RH,0.7402401233
8,Integrated,Leap3D,Divided,Slow,2,2.59120909,1.762342,0.82886708,0.38139515,2.4098244506,0.3546974932,LH,1.638978062
8,Integrated,Leap3D,Divided,Slow,2,2.59120909,1.762342,0.82886708,0.38139515,2.4098244506,0.3546974932,RH,0.7708463886
8,Integrated,Leap3D,Singular,Fast,3,2.13369626,1.02464082,1.10905544,0.48416815,1.9843375216,0.4502763837,LH,0.9529159615
8,Integrated,Leap3D,Singular,Fast,3,2.13369626,1.02464082,1.10905544,0.48416815,1.9843375216,0.4502763837,RH,1.03142156
8,Integrated,Leap3D,Divided,Fast,4,2.62558341,1.37032586,1.25525755,0.43996154,2.4417925753,0.409164231,LH,1.2744030528
8,Integrated,Leap3D,Divided,Fast,4,2.62558341,1.37032586,1.25525755,0.43996154,2.4417925753,0.409164231,RH,1.1673895225
8,Integrated,Touch2D,Singular,Slow,1,0.73311433,0.37902551,0.35408882,0.47079757,0.6817963268,0.4378417366,LH,0.3524937266
8,Integrated,Touch2D,Singular,Slow,1,0.73311433,0.37902551,0.35408882,0.47079757,0.6817963268,0.4378417366,RH,0.3293026001
8,Integrated,Touch2D,Divided,Slow,2,1.01122535,0.54934845,0.4618769,0.44563969,0.9404395721,0.4144449109,LH,0.510894054
8,Integrated,Touch2D,Divided,Slow,2,1.01122535,0.54934845,0.4618769,0.44563969,0.9404395721,0.4144449109,RH,0.429545518
8,Integrated,Touch2D,Singular,Fast,3,1.33063487,0.67518676,0.65544812,0.52695337,1.2374904314,0.4900666318,LH,0.6279236842
8,Integrated,Touch2D,Singular,Fast,3,1.33063487,0.67518676,0.65544812,0.52695337,1.2374904314,0.4900666318,RH,0.6095667471
8,Integrated,Touch2D,Divided,Fast,4,1.59674116,0.85767793,0.73906323,0.49486166,1.4849692781,0.4602213407,LH,0.7976404785
8,Integrated,Touch2D,Divided,Fast,4,1.59674116,0.85767793,0.73906323,0.49486166,1.4849692781,0.4602213407,RH,0.6873287996
9,Separated,Leap2D,Singular,Slow,1,0.96870708,0.52180607,0.44690101,0.53647471,0.9008975844,0.498921477,LH,0.4852796411
9,Separated,Leap2D,Singular,Slow,1,0.96870708,0.52180607,0.44690101,0.53647471,0.9008975844,0.498921477,RH,0.4156179434
9,Separated,Leap2D,Divided,Slow,2,1.15443593,0.59012166,0.56431426,0.38979037,1.0736254133,0.3625050478,LH,0.5488131473
9,Separated,Leap2D,Divided,Slow,2,1.15443593,0.59012166,0.56431426,0.38979037,1.0736254133,0.3625050478,RH,0.524812266
9,Separated,Leap2D,Singular,Fast,3,1.78509707,0.91080437,0.8742927,0.59944204,1.6601402739,0.5574810948,LH,0.8470480606
9,Separated,Leap2D,Singular,Fast,3,1.78509707,0.91080437,0.8742927,0.59944204,1.6601402739,0.5574810948,RH,0.8130922133
9,Separated,Leap2D,Divided,Fast,4,1.99968332,1.08523014,0.91445318,0.48384992,1.8597054914,0.4499804276,LH,1.0092640302
9,Separated,Leap2D,Divided,Fast,4,1.99968332,1.08523014,0.91445318,0.48384992,1.8597054914,0.4499804276,RH,0.8504414612
9,Separated,Leap3D,Singular,Slow,1,2.22026806,1.07379879,1.14646927,0.45277622,2.0648492965,0.4210818854,LH,0.9986328727
9,Separated,Leap3D,Singular,Slow,1,2.22026806,1.07379879,1.14646927,0.45277622,2.0648492965,0.4210818854,RH,1.0662164238
9,Separated,Leap3D,Divided,Slow,2,2.55902802,1.46029258,1.09873544,0.33057406,2.3798960572,0.3074338785,LH,1.3580721023
9,Separated,Leap3D,Divided,Slow,2,2.55902802,1.46029258,1.09873544,0.33057406,2.3798960572,0.3074338785,RH,1.0218239549
9,Separated,Leap3D,Singular,Fast,3,2.95600261,1.5196025,1.43640011,0.55409027,2.7490824247,0.5153039548,LH,1.4132303242
9,Separated,Leap3D,Singular,Fast,3,2.95600261,1.5196025,1.43640011,0.55409027,2.7490824247,0.5153039548,RH,1.3358521005
9,Separated,Leap3D,Divided,Fast,4,2.82023745,1.39892864,1.42130881,0.45913829,2.6228208265,0.426998614,LH,1.3010036338
9,Separated,Leap3D,Divided,Fast,4,2.82023745,1.39892864,1.42130881,0.45913829,2.6228208265,0.426998614,RH,1.3218171927
9,Separated,Touch2D,Singular,Slow,1,0.71951606,0.40842301,0.31109305,0.479072,0.6691499397,0.4455369612,LH,0.3798334014
9,Separated,Touch2D,Singular,Slow,1,0.71951606,0.40842301,0.31109305,0.479072,0.6691499397,0.4455369612,RH,0.2893165383
9,Separated,Touch2D,Divided,Slow,2,0.7704061,0.41223403,0.35817208,0.5024493,0.7164776773,0.4672778466,LH,0.3833776467
9,Separated,Touch2D,Divided,Slow,2,0.7704061,0.41223403,0.35817208,0.5024493,0.7164776773,0.4672778466,RH,0.3331000306
9,Separated,Touch2D,Singular,Fast,3,1.25083281,0.67590621,0.57492659,0.58808658,1.1632745105,0.546920517,LH,0.6285927779
9,Separated,Touch2D,Singular,Fast,3,1.25083281,0.67590621,0.57492659,0.58808658,1.1632745105,0.546920517,RH,0.5346817327
9,Separated,Touch2D,Divided,Fast,4,1.72358967,0.89494864,0.82864103,0.49587806,1.6029383938,0.4611665999,LH,0.8323022395
9,Separated,Touch2D,Divided,Fast,4,1.72358967,0.89494864,0.82864103,0.49587806,1.6029383938,0.4611665999,RH,0.7706361543
